character,top sccs
脅,脅脋習瞀脀蓍觺誉謷矕
脆,脆跪脃恑蛫卼峗桅胞硊
脇,脇協胨腁腑珕肣臜恊胁
脈,脈眽胍脤哌弧畖挀眂胝
脉,脉眿昹咏脙栐脲怺肰肽
脊,脊眘昚蒼背荂昋穒菴杳
脋,脋脅罶觺魯觢髾胷蒥奮
脌,脌膲膴胂脽胙肨瞧朐羘
脍,脍腍賒朎艅哙肣赊肹桧
脎,脎臘铩艅脉躐賒賖脍駼
脏,脏賍赃賘腑踮肮胜肪膅
脐,脐跻胼哜膉挤膦腣胮庎
脑,脑肭胸肱脦脳眍恼脼胘
脒,脒眯胱肰胀瞇肽脁牀眺
脓,脓肷脥腋脄肽胀秾脈肰
脔,脔膥胬膐裔蛮菑齎窗帟
脕,脕睌晩晚脱脫腉悗駾朕
脖,脖膊朜腪牔膞膛臆脬腟
脗,脗胳眳脴牎腔牊髂脛昭
脘,脘睆腙肼肪腉脱腚胇肮
脙,脙賕脉殏胩脨梂捄觩鯄
脚,脚踋膷脷剻踯刷删刖胢
脛,脛弳脴脞踁胫睉殌臍胳
脜,脜腡腯腷腘膒膅膶瞘臚
脝,脝朜腙脰哼膓膞悙臨腗
脞,脞睉脛肸胋唑锉挫瞛盥
脟,脟哷将脮蛶捋脬锊酹蹈
脠,脠脡駳艇唌硟埏珽铤鯅
脡,脡脠艇駳珽唌硟鼮铤埏
脢,脢胣脽踇臨胞臇朐胊畮
脣,脣蜃唇昬麆麘謈匶謩盲
脤,脤脹賑脈赈脲服帪胩臕
脥,脥脄聗胦脓肤胅騋硤睞
脦,脦腻肭臟胍膩脑臓椷脓
脧,脧朘睃踆朡畯駿晙骏賐
脨,脨腖腜駷踈肤腂胏胦膁
脩,脩鯈偹儵俻儋鞗翛佫絛
脪,脪睎晞稀唏幐腀腣胎餙
脫,脫肦朌脕腀挩悅腉盼肬
脬,脬艀臐脖腄肨脟哹酻胖
脭,脭腥睈腛腒胆腽膗膒艃
脮,脮骽哸腇桵脟馁鞖挼腰
脯,脯腩胂肺膪腊肿肫脜眒
脰,脰脝腷腽哣膻膒瞘腥腼
脱,脱腉駾胼腁胱脕肼朕睨
脲,脲腺脤腂腮胒脈臁臕服
脳,脳腦悩脒眍脑忷朒瞇胭
脴,脴踎脛胫脗膰腔胳胵眧
脵,脵臊朠膜躁瞁腴悮腂膿
脶,脶胭腡腒胑腂膈腉腢腴
脷,脷删脚唎悧刪琍肒剻膷
脸,脸睑验硷崄腍殓险呛检
脹,脹脤張腲賬朖腺眼躼帳
脺,脺睟膟賥晬踤啐膵琗捽
脻,脻朧腚踕膇膳腱膸胿膔
脼,脼胹胢肺腼胴膕胕肭脯
脽,脽睢臇雃雎脢膗膲脌踓
脾,脾牌睥胂髀聛肨胛膊腜
脿,脿朦胠肤腖艨朖脨胅膆
腀,腀踚腧睔肹踰惀腌牏眙
腁,腁胼肼騈脱聠胨駢胁駾
腂,腂踝腜髁腴胑騍腺脨臊
腃,腃睠踡幐塍螣媵膡勝滕
腄,腄腫胿睡踵肨膤脬朧臐
腅,腅睒晱啖舕賧醈赕惔琰
腆,腆朠膜睓踑賟晪唺麒舼
腇,腇踒躷腰脮膢唩媵踜朘
腈,腈皘晴睛腤膭腊牗睊啨
腉,腉脱聣睨眀腗腴肼眖肌
腊,腊胋腤膪腩踖腈脯瞄脜
腋,腋脓脄服掖胈脥胶肗肱
腌,腌腀膫膌腧鰧腍醃臉黱
腍,腍踗艌騐脸朎脍肹臉腀
腎,腎賢豎肾弩譥蜸鼞驽睯
腏,腏畷醊惙餟棳掇蝃啜腅
腐,腐瘸應廜厲癵廯厊庼廎
腑,腑肺脏肭肪脼脯肵踮胨
腒,腒膅艍腡腯睚膒胛腛腘
腓,腓騑胇啡肼厞肨胏胁琲
腔,腔胜聜脴脗膗胋眧胿腊
腕,腕朊肮肋肒肍睕肪肬肺
腖,腖脨腜胰腙踈艓膜朠脘
腗,腗睤肼腉胇肝胪腂胛脱
腘,腘胆膒腡胭脜膕瞘胴膶
腙,腙腺騌踪脘賩骔腖脝胨
腚,腚聢脻脘琔跿碇啶脏肮
腛,腛腥脭腒膅膒喔膈腷瞩
腜,腜脨腖腂艓蹀牃臊朠牒
腝,腝瑌朠踑愞腆碝胑瞑胦
腞,腞瑑蝝喙掾禒堟褖餯椽
腟,腟膣朣膛膳黱脖胵睻膧
腠,腠膑膜朠黱賸膮髌媵臗
腡,腡脜腘腢腒膶胛胴腯瞯
腢,腢腡腮胛膕髃腒腘膶脶
腣,腣肺腨蹄腤肝膉腩脯胇
腤,腤腊腈膪暗腣脜脂牗膭
腥,腥脭膒腛腒胆腘腷膗瞘
腦,腦脳碯臘腍脍胎肹匘朥
腧,腧牏腀踰騟睮瑜揄踚腌
腨,腨踹腣册胐肼肝耑腽朏
腩,腩脯胂腊暔肺膪膶晡瞄
腪,腪臐暉腫膞睴脖賱彈腈
腫,腫朣膧腄膤腪膻踵臛蹱
腬,腬蹂騥腜膆臊糅臁豚膮
腭,腭睊呺腈鴅膀聘體骋弲
腮,腮腢騦脲肥腒腡腲腂腺
腯,腯踲脜瞃腒膅腡腘膒脂
腰,腰膄騕腇膢膘腲胺瞍臒
腱,腱睷踺騝旔膗脻脡脽犍
腲,腲脹朖跟眼腮張胑踉服
腳,腳膷胕覹删脞脚肿脷刪
腴,腴胦胑肤腂胅朕脨腉朖
腵,腵腶睱服騢嘏膕脤暇股
腶,腶腵服股膕朖睱锻胝腲
腷,腷膒瞘膈脜彄膅腘膻腒
腸,腸暘睗膓晹踼舓踢畼啺
腹,腹臒膓膢膄雘愎鰒脧蝮
腺,腺脲騡腙腂脹腴脤肤腮
腻,腻膩脦駴臟凮駥椷膱肽
腼,腼胹胢肛脼瞘腘脜胴腷
腽,腽膃嗢圌脭腡韫覑腉盅
腾,腾膡螣塍鰧騰謄勝黱腟
腿,腿蹆膼躚跶膇胭颸瞇駰
膀,膀牓髈艕騯勝腤腭朥胯
膁,膁脨赚跊嗛腖駷腜胼豏
膂,膂瞥沓督皙晳呇替瞀晵
膃,膃腽搵慍胜腡脭腨弨榲
膄,膄腰艘瞍臒雘腲膢騪踱
膅,膅腒瞊膒臚腯脜腷睚膈
膆,膆緳朦縢脿腬脖膮膞驝
膇,膇膼脻膸磓蹥髄檤槌腿
膈,膈腷膅膒牖脜牑膶腘腒
膉,膉艗賹胫腣齸搤脐螠镒
膊,膊脖膞牔胂膛肨腩脯腪
膋,膋營鶑昝謍篬鶯弩覮罃
膌,膌蹐胯鰧腌騰謄賸膯腊
膍,膍臕膔腢膕臘胫臁朖腵
膎,膎騱蹊嗘磎榽慀螇鞵嵠
膏,膏暠青胄壹盲畳冒冐菁
膐,膐膥脔胬臋膂藀齌袊葰
膑,膑腠髌膜膢朠腆朜臏膊
膒,膒腷瞘彄眶腘膅脜腥腒
膓,膓腸觴腹慯踼鬺摥臈脝
膔,膔臕胂膅蹗脯臟肿膍騼
膕,膕腘腢胭臕膶脼腡腵胟
膖,膖韼摓舽胮槰膸膙胵脎
膗,膗脽脭膅腥臞皠胜腒胿
膘,膘瞟臐驃臑骠醥臊腰腗
膙,膙摾胎朑朏膯駘膪肚跆
膚,膚虘盧唐葿鬳虗蓎庴茩
膛,膛朣膧胿膊腫臚瞠脖膳
膜,膜朠腆膑瞙臗脵膹膛腠
膝,膝滕胗胶縢膠鰧腅膫脓
膞,膞膊朜腪臐脖膻臑牔暷
膟,膟脺膵肧睟脛蟀賥踤晬
膠,膠蹘髎賿疁醪磟憀镠嵺
膡,膡腾幐螣塍勝鰧膰腃睹
膢,膢艛臒雘瞜膑膭髏腫腰
膣,膣腟朣鰧腾謄塍腛胵膧
膤,膤膻艝臛腫驙臞牘黂膳
膥,膥脔膐胬臠阕臋剺袊阂
膦,膦瞵暽勝麟蹸胇疄臜脐
膧,膧朣腫蹱艟膛曈瞳瞕睻
膨,膨彲憉蟛嘭澎彫影肜彨
膩,膩腻樲凬膱凮嵐脦鼠風
膪,膪腊牐脯腤膅脜腯腩腼
膫,膫蹽暸腌瞭憭膯鰧賸臉
膬,膬橇踐牋膎撬脬髭蹊賎
膭,膭膹瞶臗瞔腈蹪睊賾弲
膮,膮蹺曉髐驍臗脘腠膀朧
膯,膯艠蹬瞪膫肹鰧胎膌腍
膰,膰蹯旙膡皤脴鰧幐幡腯
膱,膱旘睵賳驖樴騀職橶軄
膲,膲脌瞧膴脽臇胂臕脢肨
膳,膳朣謄膛胿瞦膤腈腟膧
膴,膴脌瞴膲臙胟膷憮胛嘸
膵,膵膟脺睟臙臎膊滕腩脖
膶,膶腡腘脜胛瞤瞯胟胂胆
膷,膷腳脚鱜覹脷膴栁肒膼
膸,膸髓膇脻髄膼腚鵩隨膖
膹,膹膭臗臔賸瞶賾臢贘曊
膺,膺鹰噟譍庴鷹廧贋層鬳
膻,膻驙膤腷牘檀擅腫睻疆
膼,膼膇腿朑髄朏胱檛肔撾
膽,膽聸瞻贍舚臇脃腯膅曕
膾,膾瞺臇璯糩懀膽檜臨蹌
膿,膿膭膹臗雘臒腭膽膢膄
臀,臀暋聱睯譥瞖朁晵啓啔
臁,臁臕脲胛膅膔脱胂胼腒
臂,臂鷿舋譬峕晋旹胥宵旾
臃,臃噰腕脺胙擁膮腬靡膟
臄,臄躆朦艨臕脤脹胲朖懅
臅,臅斶躅髑膶脭腢胟腵腡
臆,臆朣脖膧腈膿膭膪臗膛
臇,臇脽脢膽腊膲腤臨膾睢
臈,臈膜膓胰膈膻朦腖礍腈
臉,臉瞼驗腍噞憸腀朎腧礆
臊,臊脵躁腂腜踝矂朠牒蹀
臋,臋臀暋睯醫蠈嗸啓嫛臡
臌,臌膱瞂睵驖戯瞰嵅腻臙
臍,臍艩躋懠穧櫅擠脛璾膪
臎,臎躍膵膠膎膟噿膬膣臞
臏,臏矉髕驞臔臢膹膭殯穦
臐,臐腪矄膞臑膘腫脬膤臛
臑,臑膈臐膘膞腢腊胛腡腪
臒,臒雘艧矆膢嚄腹膄臢膹
臓,臓臟膪膱膔膕脯脼臕腩
臔,臔膹臢膭賸臗臏矉軉躓
臕,臕膔臁膅胛膕胂脤脯腒
臖,臖譽鸒弿礜轝晋謈骞謇
臗,臗膹膭髖臔賾膜賸瞶腈
臘,臘躐膍脎腦腍犣胀腀躥
臙,臙驠曣膴臕腓臟脼膵臌
臚,臚矑脂膅艫曥膒髗脜腷
臛,臛臞膤矐腫曤膻皬矔腥
臜,臜躜臢膦脇朥攒脗髅朘
臝,臝驘贏羸蠃鸁赢嬴蝱鬲
臞,臞臛膤膗腊腥驩躣胆脭
臟,臟臓膔膱贜欌脦腻躕慽
臠,臠曫矕蠻轡膥彎巒奱戀
臡,臡臋昺窉莴美醫醬齹譼
臢,臢躦臔膹賸臏臒臜躓雘
臣,臣巨匰闦匩圛覃罼嚚單
臤,臤馭菣取驭啟靫叞敺馼
臥,臥閄倝獸猒畒趴飤馱耿
臦,臦弫眐弬旺聇昍弡眶甛
臧,臧减诫悈戚喊诚惐威咸
臨,臨脢臇髇膾脝畮踇晦蹿
臩,臩罘苿琹荞果界昦雬莱
自,自曰白冒昌冃圕富臼吕
臫,臫癿乢龺玌龨龼龽龾龿
臬,臬杲旲奡呆桌昗昊菒吴
臭,臭狊昊冥寞稾吴蘽稟旲
臮,臮眾宗息是泉杲宺亰忌
臯,臯皐皁辠塁皛圼亳晕旱
臰,臰晃昆見薨薧昙昊乬旲
臱,臱謈謩曇曅鼻諅巪亴碁
臲,臲跪鮠蛫脆詭姽卼觤铯
至,至荎鼁黿室鼀鼄歪窒舝
致,致玫敛敦鈙敖敎政敌敳
臵,臵辂鉻嗠珞路餎骆铬络
臶,臶珔銌珛绗袸拵鈼珩籂
臷,臷载載酨蛓胾戴截弎弍
臸,臸銍绖跮鞪轾铚駤銓肇
臹,臹珹黬缄鋮磩龯瑊鉞铖
臺,臺薹薑摹畺葟譶亳鞷辜
臻,臻瑧辏璓螓琫鎍轃萦霠
臼,臼圕圉圛圁圍冃圄囙團
臽,臽刍备畣盒曫盦貪仺含
臾,臾爂焸哭煛夬焽央焈夫
臿,臿蕾壺鬝莤舌蔏壼董霤
舀,舀爯髾鬙矕脅蚃習旨鬜
舁,舁畀畁异昇曻昪鼻宑晃
舂,舂春萫謇睿骞萶蕎吞弿
舃,舃烏焉鳥罵舄鳫駡馬島
舄,舄烏鳥舃冩島馬忌峊局
舅,舅晜勇鼻員亴婁莮橐麑
舆,舆輿與興典異奥奰禦籅
與,與興典舆輿共藇奰異賏
興,興與輿舆典異共奰璵巺
舉,舉塞擧鑒礜零鏖鑍搴譽
舊,舊寯菖雟薝堻薲蕚薑蒦
舋,舋豐疊罝疂罾峕旹晋臂
舌,舌音古青置昔晋孴雸蔷
舍,舍舎合含台仺會侖佱畲
舎,舎舍含合會台仺奢畲畣
舏,舏刮訆剈刞剮削刊割訓
舐,舐眂骶詆軝眡砥秖眽觗
舑,舑甜晡訷眒譋瞄詌誧聃
舒,舒魣釨紓备釕鎰螽伃甾
舓,舓睗晹暘碭腸踢諹畼瑒
舔,舔掭悿婖添蔬挢硚訸旒
舕,舕睒琰談啖晱腅醈燅棪
舖,舖舗餔鋪鎆舘錨龤辝鍗
舗,舗舖餔鋪舘鎆龤辝錨鈷
舘,舘鎬舖鵨舗錧館韽鐥鐺
舙,舙譶辜靐蓽事嘉薑嚞藠
舚,舚瞻聸譫韂膽曕贍嶦黵
舛,舛妽妦妕荈斘姊姑刎歼
舜,舜竎曻辤歼蕣労箢漞详
舝,舝藆荎耊搴塁牽至蓥鼟
舞,舞缥缙缍曻薤鏢鳔舜鲪
舟,舟丹幵冄宺玗冎哥耔开
舠,舠肕舰叨刱駠旫魛屻觑
舡,舡肛町耵缸魟叿盯叮虰
舢,舢屾删賉刖驯剻刪跏蒯
舣,舣肞蚁収靫紁取叹驭馼
舤,舤舧肌杋帆忛舰骪軓矾
舥,舥肥帊蚆皅吧杷把弝羓
舦,舦肽駄肰馱驮軚牀畎狀
舧,舧舤肌杋軓舸帆栦忛絒
舨,舨版皈贩畈岅魬販扳板
舩,舩蚣忪舱昖松炂艌鈆肱
航,航肮吭忼蚢貥杭朊肍牨
舫,舫肪航魴肮眆昉骯肋牥
般,般股殷骰肢殻艘毁軗毆
舭,舭肶皉毗眦吡跐蚍骴批
舮,舮驴胪舻枦护肪旷粐馿
舯,舯舳肿舸舺舢胂舶帥翀
舰,舰觇舠肕岘肌蚬叨砚舤
舱,舱艌呛怆舩跄蛤腍抢舲
舲,舲聆肣駖皊鹷朎龄軨蛉
舳,舳艡艏舯舶舢艄駎艚脯
舴,舴胙雕齚蚱酢砟鮓雊艊
舵,舵駝驼砣岮鸵鴕跎蛇酡
舶,舶胉舳帕鹏舢岶蛐舯岫
舷,舷胘眩弦肱胲昡鮌呟蚿
舸,舸牁舯胢蒯晌舧舢舳哬
船,船艜胋膌艄踏艁舢腔眧
舺,舺胛艉舯艍艃胂艊肝肿
舻,舻胪舮胂舳舶艄胉疈朋
舼,舼輁腆艓騏麒賟朠躾鶀
舽,舽胮跭艂栙胳膖脐虪袶
舾,舾恓牺晒嗮跴蛔胭怬拪
舿,舿胯骻恗桍挎晇肹跨咵
艀,艀脬哹蜉酻捊桴俘粰睜
艁,艁艡艚艜艢晧腊觹峼船
艂,艂舽胮蜂跭韸桻锋栙膽
艃,艃胆脭艍艎腡舺呾腘胛
艄,艄艏帩睄舳峭哨销蛸惝
艅,艅駼賖鵌鮽悇畭梌賒稌
艆,艆朖躴桹蜋踉腴硠琅脹
艇,艇脡脠駳铤鯅蜓珽挺鼮
艈,艈旈酼毓硫鯍锍琉梳铳
艉,艉艍艑舺腒鵃艃胒腛幄
艊,艊艜舺艑艉舴腨脘舯舮
艋,艋蜢艦嗢腽蝹掹鯭艗韫
艌,艌腍舱鯰舲騐棯踗鲶艅
艍,艍腒艉艒膅睚艃艑眶腡
艎,艎騜艃喤蝗揘锽脭橿彊
艏,艏艡舳艄艚艢艒脜艕艟
艐,艐朡騣翪蝬稯嵕惾鬷鯼
艑,艑牑蹁牖瞩楄艉膈膅艍
艒,艒艍脜賵赗駽艏腯艡蝐
艓,艓牃腜牒脨蹀幉肤腖惵
艔,艔镀踱艘喥艆貱般怶舨
艕,艕髈膀艡牓騯艏艖艚鵃
艖,艖髊艕艡蹉艚鹾鹺槎縒
艗,艗膉賹齸镒螠搤榏隘嗌
艘,艘瞍膄騪醙般搜艔螋踱
艙,艙賶蹌牄螥槍嵢搶愴騇
艚,艚艡艁噌腊艏憎舳艢鸼
艛,艛膢瞜軁髏耬艧慺膭雘
艜,艜艁艊船艡舳舯肝艄嵽
艝,艝膤膻驙牘檀臛轌腷旜
艞,艞朓舣脁旐恌鯠鮡眺觩
艟,艟朣膧瞳艫蹱瞕膛幢睻
艠,艠膯蹬瞪嶝憕镫磴撜肹
艡,艡艚艏艁舳腊艢艕艒艄
艢,艢牆艁懎艚艡艏檣腤艦
艣,艣艫臚脂膅艟牗艪矑膭
艤,艤轙犠艨鸃嶬檥蟻礒燨
艥,艥橶檝懴蟙驖膱軄幟騀
艦,艦艋膃檻艚嚂懢艢艡轞
艧,艧雘臒矆镬艭韄鹱嚄愯
艨,艨朦蠓饛檬懞臄幪懅矇
艩,艩臍櫅懠穧擠躋嚌蠐璾
艪,艪艫艟艣櫓艏膽艩艬憺
艫,艫臚艣罏膅艟矑髗攎脂
艬,艬饞镵欃纔艛巉艪艣鑱
艭,艭艧欆雘鸌艘膄臒躞臢
艮,艮良炅民長崀昆畏曳峎
良,良艮峎崀曳曵莨炅嵔畏
艰,艰斏豤姄双限娘龈蛝覌
艱,艱鞎齦歎穀覭榖霴軹蔌
色,色鱼龟彎魚亀負刍邕矕
艳,艳栬艵鞄艴靘軳赩桅輓
艴,艴赩艵艳栬趋艶滟铯摾
艵,艵艴赩脃栬艳靘铯絶銫
艶,艶艷靘鼈龞匏艴坣雝艳
艷,艷艶灧酆雝鼈当坣撆擎
艸,艸忡州冲川灿烛丩帅炠
艹,艹宑宙卉毎亩审宦畗亹
艺,艺芝穵乥乞乧赱朰乭乫
艻,艻屴芳劳労屶艽芀竻芜
艼,艼亍芐卞朩宁示丁苤于
艽,艽芄宄苏艻芜苀力芫尭
艾,艾芆支文丈夊叉义又女
艿,艿芀菇力艻方尢屶芳苏
芀,芀屶力艿方万岃艻九尢
芁,芁芃宂亢苀巟苋凢凣冗
节,节壭书蒄韦五肀詿諵詌
芃,芃芁竼宂亢凣岚巟萟凢
芄,芄艽宄丸苀茢苏峛笂力
芅,芅苳苌藀茪丧菚戋夹袭
芆,芆艾支文夊叉义丈夂交
芇,芇芾巿荋市帀晡瞄巾昁
芈,芈羋莘芉丰牛芊芋半非
芉,芉芋莘芊荢宇芓羋苸峷
芊,芊芉芋丰芓莘苸辛幸穻
芋,芋芉荢芊芓莘宇丰穻羋
芌,芌咢菁萻寈芎書嘗萼菩
芍,芍苻荇苟茐茍苭芕芽芶
芎,芎肻苜营苢蒿嵩當肯莒
芏,芏茥苼堇茔芉芋聿里蘲
芐,芐苄卞芣艼卡苤荥苯肀
芑,芑芭苢苴苜岜芎苣蔰萺
芒,芒龷茊笀苦亗龶菩萻吾
芓,芓芋芉字荢茡芊莩莘孛
芔,芔茻帅呻弉则曣荝喌則
芕,芕歹歺茐夕友岁芴夌罗
芖,芖芙珡夫宊天哭失矢仧
芗,芗茤嵾荄蔘亥荾奓翏奒
芘,芘茈苝跎茪蛇坨铊驼笓
芙,芙芖芺夫珡宎苿荣芵茱
芚,芚苇莗竜苹黽莆萤鼃茕
芛,芛芵蒡芸劳寡美募蓑秉
芜,芜芫羌兂无尭旡荣茪苿
芝,芝艺穵赱乏荖窆朰茏乯
芞,芞气莓茕萯靔荨萄蔔薥
芟,芟夌叓芰麦叟旻夏菱雯
芠,芠荚羐支茭荄荬荽芰糱
芡,芡炗莢芙苂焋荧芖茓珡
芢,芢葎嵂萑雈荏栏苲殣茌
芣,芣罘苿末莱芐菾桒茉苤
芤,芤茿薍荪孰乳靰勃菰訅
芥,芥岕夰乔苶挤禿齐夼苍
芦,芦卢声肯菅芎蓎甧肻菺
芧,芧手芓茅乎苧甼壭子苸
芨,芨岌苃茇莈友叐犮笈支
芩,芩苓岑荅笒棽岺茶琴菳
芪,芪茋民芙苠芖芺氏莀茂
芫,芫芜羌売尭完克壳亮宪
芬,芬分莌芥蓅充夯穷秀兗
芭,芭芑苢岜苜芎苣壵营苴
芮,芮苪茵丙莴蓾笍菌艻莵
芯,芯忑志苾憖慹憋菘感憨
芰,芰叏叓芟蓃麦赱羐芠菱
花,花袉拕砣疕衣扢茈佗椛
芲,芲苍苓态岺冭蓚菍厺荟
芳,芳艻劳旁蒡方芛苀屴芀
芴,芴茐劾勠苭笏豺芕匇芶
芵,芵英芺荚苵芙共菓萸奘
芶,芶药茐匇勾芴芕葯荮纣
芷,芷茁茊萉正盅弫芒瓸硭
芸,芸尝墓芺葁夽薹菨芛美
芹,芹茊片荒产茾丼井苈幵
芺,芺芙芵苵荚英実芖宎穾
芻,芻蒭篘冩舄胷嚮銞匐劖
芼,芼宒靟雮耄毞菚毣宅荛
芽,芽穿劳牙才芴羐笌霴羑
芾,芾荋带耑芇帇帯帝壭荒
芿,芿衴仍砺礽仂彻祊裞彷
苀,苀売荒芁尭亢圥艽壳芫
苁,苁欢炊赥欶欮萩夶扻饮
苂,苂炗灭灾火莢夾烎大芖
苃,苃茇叐芨发友岌夌犮岁
苄,苄卡芐苿芣笇荣干茮壭
苅,苅刘対对劝刾刈勑荝邓
苆,苆玏菞扐勀勚劷牞劮功
苇,苇莘蒂芉幸荸薵莗韦茡
苈,苈荒厉蒜历売疠荋芹蔙
苉,苉茜尢苬大奭尤远亡冘
苊,苊危卮苨蔗峞蒄茩恴癔
苋,苋页克亢芁贞觉党笕宂
苌,苌丧莀芪袭芙喪夹痮裘
苍,苍芲莶荅苓巷菳盇岺夻
苎,苎菫輦蓳蕫堇蔁莗彗苣
苏,苏赤艽办艻亦妹芄茾苑
苐,苐茀莞弟莮藭蒻薨霈韦
苑,苑茒宛范菀死茹尢冘如
苒,苒再苺冉芎肯苜専肻蓇
苓,苓岺芩荅菳莟荟荂峇芲
苔,苔荅莟誊峇蓄杳誉替薈
苕,苕岧萅若鲝莕着茗菪萶
苖,苖苗峀茧蔄茴蒏宙苩蔏
苗,苗苖亩毐茔茴茧峀宙盙
苘,苘茴茼峝南崮閫苗向崗
苙,苙岦莶雴芰昱笠壶壸叏
苚,苚萠甫蓆莂蔚萹南閈蔄
苛,苛岢竒嵜葥茍奇笴茚苟
苜,苜营苴萺苢直首百言莒
苝,苝芘坨驼砣茈詑北舵茪
苞,苞苟荀茍窇笣芑蔔萄苜
苟,苟茍荀苞笱荷萄苛蔔筍
苠,苠莫葨茛茣萇蓂蒷藁菮
苡,苡戉笖改攺攻妀苁坟饮
苢,苢莒苜菖萺嘗亯當葍苴
苣,苣荁萱苴蕫蔁营萓茞董
苤,苤芣苯恭峚菾芐茭茺求
若,若菪岩宕着菶苕君砉著
苦,苦苫菩罟萻昔普咅蔷吿
苧,苧荢茡萗莘芋苇荸芓芉
苨,苨尼烹苊冦蔲葸虙彦厄
苩,苩苣营苢荁莒葍萺茞蓸
苪,苪芮艻茵劳屴茜窉蓾芖
苫,苫苦菩萻旾萅蒈普瞢昔
苬,苬丙因卤閃内內卥园鹵
苭,苭窈芴茐劝劾効葝蒶荡
苮,苮袦袻祉裇袝祔栭冇秈
苯,苯本苤术萃木萊禾芣恭
苰,苰宖畆誸畝訟歕訦歒欯
英,英芵萸芺苵荚共其菓茣
苲,苲岝窄芢葎蕦覆嵂禧褘
苳,苳笗峉茤茖茗鼕錃碆蔠
苴,苴直苜萱苣营罝萺蒖荁
苵,苵芺芵英奘荚芙葖美実
苶,苶茶恭夵荼芥菾忝沗菼
苷,苷菅昔官甞苜首萓营咅
苸,苸芊芓芉芋莩莘穻雽丰
苹,苹萃荦雽崒孛茡莘苸苯
苺,苺蓇葺莓萺苴喜菁莒苜
苻,苻荇符芍衧秲待恃特葕
苼,苼芏茥坓圭坴堇茔塣莑
苽,苽罛笟蓏瓜穴旅拭忒蒇
苾,苾宓殏芯憖茲球这慗憨
苿,苿茱荣莱桒琹茉雬耒芙
茀,茀苐岪薨蒻藭堯弟夷蒡
茁,茁盅芷莊萉弸弼艦胜荘
茂,茂荗戊荿茙芪茷宬窚栈
范,范苑笵宛萢葅尢茒菏芄
茄,茄萂葙荊茹巿巟蒩芇朮
茅,茅罞矛芧苿芜雺菜荣杗
茆,茆峁茹岇窌莭笷岃坃荝
茇,茇苃芨叐发岌友犮夌莢
茈,茈芘坨砣跎酡岮蛇驼铊
茉,茉荣苿莱茱芖琹茦未荥
茊,茊芹芒蒀芷昷盅苢衁苴
茋,茋芪氐式芸莪菧琖茂苠
茌,茌荏袿莅雈萑彺芢徍葎
茍,茍苟荀苞笱苛荷筍蓟蔔
茎,茎莑耋荃荛嶳峯盏茖蚉
茏,茏宠芜羗笼圥龙羌无茪
茐,茐芴劾匇芕芶药苭勠刻
茑,茑莺菖莒苴苢萺苜葍葟
茒,茒苑宛办茢荈列赤郊丸
茓,茓芖茉宊宍苂芙荣芡荥
茔,茔壷莹宔菫菙毐蕫壵荲
茕,茕葻弌貳試芞弍靔弎嵐
茖,茖吝峉客茗荅睿萕苳莑
茗,茗茖客峉苳孶莟薯萏畧
茘,茘荔藞劦刕蒄嘉芫磊蓩
茙,茙荿栽戎蔜哉榖烖宬藪
茚,茚莭前萷南葥苛斳藅蓟
茛,茛莨葨萇苠莫峎頁貢蓂
茜,茜蒏蔏苪莤击誼詯苉苖
茝,茝宧茞蓲靣匱匵蘆苣蔖
茞,茞苣荁蘆茝匩苩荲蕫菫
茟,茟茥菫葟辜蓳萋華韋聿
茠,茠茯祙袾衭祩袟袜祆枺
茡,茡孛荢荸享莘芓孼莩莗
茢,茢刿峛列剔茒丸茹刻劾
茣,茣莫寞蓂莮奌藁蔞藳奠
茤,茤翏苳芗嵾奓蔘荾葼蓼
茥,茥琧茟罣菫堊睾讋蕇辈
茦,茦菄萰茉崬荣羕桒棠莱
茧,茧萤苗苖莹茔芭芏蚩荲
茨,茨湠殎洃汏次莢灰莯浓
茩,茩菺蓎萹庴鬳蔰后蔳膚
茪,茪芜羌芫宪芘兂尭艽茏
茫,茫左萿荘淀注宪汑芫涳
茬,茬荐莲巷若峟嵀蓕蓋萶
茭,茭荄豢窔袠芠秂蓘亥羐
茮,茮苿茱宗来莱耒茉琹荣
茯,茯茠袟衭祑祆覄袂获祅
茰,茰莄荲堇荳蓳茞蒷蔞葟
茱,茱苿荣莱茉琹桒芙雬耒
茲,茲玆兹袨絃蚿玅妶豥梦
茳,茳荭葒汢菏迁范殅汁茫
茴,茴苘茼崮靣苗崗峝茵莔
茵,茵菌薗芮茴蓾莴卤苪苬
茶,茶荼萘苶奈筡荟菳桼芩
茷,茷筏茂栈茯孩笩莅桟衣
茸,茸营直葺蒖萁苴菅萓萱
茹,茹茆菇苑茢麺茄茒岃萂
茺,茺萒蓁萦莠荞素菀苤养
茻,茻芔丗卌岇旪趉埘竍弉
茼,茼茴苘峝崮蔐萵蕳高訚
茽,茽荷禈褌褝襔褘神補祌
茾,茾井丼开并幷升艽卉弗
茿,茿功芤玩坃动坑竌玑坈
荀,荀苟茍苞蔔葡萄荷笱筍
荁,荁苣萱蕫壹蔁藚蕡董置
荂,荂誊菴蓄昋莟蕎骞睿謇
荃,荃蓥峑葢菳圶輋荎崟荅
荄,荄茭奒亥豢羐羑蒙芗豙
荅,荅峇莟苔苓岺杏荃答夻
荆,荆刜刑刋劋制刊剃荊刐
荇,荇筕葕苻衧芍荐蘅待孖
